iata_code,id_0,id_1,id_2,id_3,id_4,id_5
GMR,PYF_gadm36,PYF.1_1_gadm36,,,,
GMS,BRA_gadm36,BRA.10_1_gadm36,BRA.10.85_1_gadm36,BRA.10.85.1_1_gadm36,,
GMT,USA_gadm36,USA.2_1_gadm36,USA.2.16_1_gadm36,,,
GMU,USA_gadm36,USA.41_1_gadm36,USA.41.23_1_gadm36,,,
GMV,USA_gadm36,USA.45_1_gadm36,USA.45.19_1_gadm36,,,
GMZ,,,,,,
GNA,BLR_gadm36,BLR.3_1_gadm36,BLR.3.5_1_gadm36,,,
GNB,FRA_gadm36,FRA.1_1_gadm36,FRA.1.8_1_gadm36,FRA.1.8.1_1_gadm36,FRA.1.8.1.24_1_gadm36,FRA.1.8.1.24.7_1_gadm36
GND,GRD_gadm36,GRD.4_1_gadm36,,,,
GNE,BEL_gadm36,BEL.2_1_gadm36,BEL.2.3_1_gadm36,BEL.2.3.4_1_gadm36,BEL.2.3.4.7_1_gadm36,
GNF,USA_gadm36,USA.5_1_gadm36,USA.5.32_1_gadm36,,,
GNG,USA_gadm36,USA.13_1_gadm36,USA.13.24_1_gadm36,,,
GNI,TWN_gadm36,TWN.7_1_gadm36,TWN.7.12_1_gadm36,,,
GNM,BRA_gadm36,BRA.5_1_gadm36,BRA.5.144_1_gadm36,BRA.5.144.2_1_gadm36,,
GNN,ETH_gadm36,ETH.8_1_gadm36,ETH.8.2_1_gadm36,ETH.8.2.6_1_gadm36,,
GNR,ARG_gadm36,ARG.16_1_gadm36,ARG.16.6_1_gadm36,,,
GNS,IDN_gadm36,IDN.32_1_gadm36,IDN.32.5_1_gadm36,IDN.32.5.6_1_gadm36,IDN.32.5.6.24_1_gadm36,
GNT,USA_gadm36,USA.32_1_gadm36,USA.32.4_1_gadm36,,,
GNU,USA_gadm36,USA.2_1_gadm36,USA.2.4_1_gadm36,,,
GNV,USA_gadm36,USA.10_1_gadm36,USA.10.1_1_gadm36,,,
GNY,TUR_gadm36,TUR.68_1_gadm36,TUR.68.7_1_gadm36,,,
GNZ,BWA_gadm36,BWA.5_1_gadm36,BWA.5.1_1_gadm36,,,
GOA,ITA_gadm36,ITA.9_1_gadm36,ITA.9.1_1_gadm36,ITA.9.1.25_1_gadm36,,
GOB,ETH_gadm36,ETH.8_1_gadm36,ETH.8.2_1_gadm36,ETH.8.2.7_1_gadm36,,
GOC,PNG_gadm36,PNG.17_1_gadm36,PNG.17.2_1_gadm36,,,
GOE,PNG_gadm36,PNG.4_1_gadm36,PNG.4.3_1_gadm36,,,
GOF,USA_gadm36,USA.44_1_gadm36,USA.44.226_1_gadm36,,,
GOG,NAM_gadm36,NAM.8_1_gadm36,NAM.8.3_1_gadm36,,,
GOH,GRL_gadm36,GRL.5_1_gadm36,,,,
GOI,IND_gadm36,IND.10_1_gadm36,IND.10.1_1_gadm36,IND.10.1.3_1_gadm36,,
GOJ,RUS_gadm36,RUS.47_1_gadm36,RUS.47.30_1_gadm36,RUS.47.30.1_1_gadm36,,
GOK,USA_gadm36,USA.37_1_gadm36,USA.37.42_1_gadm36,,,
GOL,USA_gadm36,USA.38_1_gadm36,USA.38.8_1_gadm36,,,
GOM,COD_gadm36,COD.19_1_gadm36,COD.19.3_1_gadm36,,,
GON,USA_gadm36,USA.7_1_gadm36,USA.7.6_1_gadm36,,,
GOO,AUS_gadm36,AUS.7_1_gadm36,AUS.7.29_1_gadm36,,,
GOP,IND_gadm36,IND.34_1_gadm36,IND.34.33_1_gadm36,IND.34.33.2_1_gadm36,,
GOQ,CHN_gadm36,CHN.21_1_gadm36,CHN.21.6_1_gadm36,CHN.21.6.3_1_gadm36,,
GOR,ETH_gadm36,ETH.8_1_gadm36,ETH.8.7_1_gadm36,ETH.8.7.1_1_gadm36,,
GOS,AUS_gadm36,AUS.5_1_gadm36,AUS.5.52_1_gadm36,,,
GOT,SWE_gadm36,SWE.21_1_gadm36,SWE.21.11_1_gadm36,,,
GOU,CMR_gadm36,CMR.7_1_gadm36,CMR.7.1_1_gadm36,CMR.7.1.2_1_gadm36,,
GOV,AUS_gadm36,AUS.6_1_gadm36,AUS.6.14_1_gadm36,,,
GOY,LKA_gadm36,LKA.1_1_gadm36,LKA.1.19_1_gadm36,,,
GOZ,BGR_gadm36,BGR.25_1_gadm36,BGR.25.2_1_gadm36,,,
GPA,GRC_gadm36,GRC.7_1_gadm36,GRC.7.3_1_gadm36,GRC.7.3.7_1_gadm36,,
GPB,BRA_gadm36,BRA.16_1_gadm36,BRA.16.138_1_gadm36,BRA.16.138.5_1_gadm36,,
GPD,AUS_gadm36,AUS.7_1_gadm36,AUS.7.46_1_gadm36,,,
GPI,COL_gadm36,COL.10_1_gadm36,COL.10.12_1_gadm36,,,
GPL,CRI_gadm36,CRI.5_1_gadm36,CRI.5.4_1_gadm36,,,
GPN,,,,,,
GPO,ARG_gadm36,ARG.11_1_gadm36,ARG.11.15_1_gadm36,,,
GPS,ECU_gadm36,ECU.9_1_gadm36,ECU.9.3_1_gadm36,ECU.9.3.3_1_gadm36,,
GPT,USA_gadm36,USA.25_1_gadm36,USA.25.24_1_gadm36,,,
GPZ,USA_gadm36,USA.24_1_gadm36,USA.24.31_1_gadm36,,,
GQQ,USA_gadm36,USA.36_1_gadm36,USA.36.17_1_gadm36,,,
GRA,COL_gadm36,COL.11_1_gadm36,COL.11.11_1_gadm36,,,
GRB,USA_gadm36,USA.50_1_gadm36,USA.50.5_1_gadm36,,,
GRC,LBR_gadm36,LBR.7_1_gadm36,LBR.7.4_1_gadm36,LBR.7.4.5_1_gadm36,,
GRD,USA_gadm36,USA.41_1_gadm36,USA.41.24_1_gadm36,,,
GRE,USA_gadm36,USA.14_1_gadm36,USA.14.3_1_gadm36,,,
GRF,USA_gadm36,USA.48_1_gadm36,USA.48.27_1_gadm36,,,
GRG,AFG_gadm36,AFG.26_1_gadm36,AFG.26.4_1_gadm36,,,
GRH,,,,,,
GRI,USA_gadm36,USA.28_1_gadm36,USA.28.40_1_gadm36,,,
GRJ,ZAF_gadm36,ZAF.9_1_gadm36,ZAF.9.4_1_gadm36,ZAF.9.4.2_1_gadm36,ZAF.9.4.2.11_1_gadm36,
GRK,USA_gadm36,USA.44_1_gadm36,USA.44.14_1_gadm36,,,
GRL,PNG_gadm36,PNG.14_1_gadm36,PNG.14.1_1_gadm36,,,
GRM,USA_gadm36,USA.24_1_gadm36,USA.24.16_1_gadm36,,,
GRN,USA_gadm36,USA.28_1_gadm36,USA.28.81_1_gadm36,,,
GRO,ESP_gadm36,ESP.6_1_gadm36,ESP.6.2_1_gadm36,ESP.6.2.4_1_gadm36,ESP.6.2.4.17_1_gadm36,
GRP,BRA_gadm36,BRA.27_1_gadm36,BRA.27.57_1_gadm36,BRA.27.57.1_1_gadm36,,
GRQ,NLD_gadm36,NLD.5_1_gadm36,NLD.5.7_1_gadm36,,,
GRR,USA_gadm36,USA.23_1_gadm36,USA.23.41_1_gadm36,,,
GRS,ITA_gadm36,ITA.16_1_gadm36,ITA.16.3_1_gadm36,ITA.16.3.11_1_gadm36,,
GRT,PAK_gadm36,PAK.7_1_gadm36,PAK.7.4_1_gadm36,PAK.7.4.4_1_gadm36,,
GRU,BRA_gadm36,BRA.25_1_gadm36,BRA.25.214_1_gadm36,BRA.25.214.1_1_gadm36,,
GRV,RUS_gadm36,RUS.10_1_gadm36,RUS.10.4_1_gadm36,RUS.10.4.1_1_gadm36,,
GRW,PRT_gadm36,PRT.2_1_gadm36,PRT.2.14_1_gadm36,PRT.2.14.3_1_gadm36,,
GRX,ESP_gadm36,ESP.1_1_gadm36,ESP.1.4_1_gadm36,ESP.1.4.5_1_gadm36,ESP.1.4.5.19_1_gadm36,
GRY,ISL_gadm36,ISL.2_1_gadm36,ISL.2.8_1_gadm36,,,
GRZ,AUT_gadm36,AUT.6_1_gadm36,AUT.6.4_1_gadm36,AUT.6.4.1_1_gadm36,,
GSA,MYS_gadm36,MYS.13_1_gadm36,MYS.13.24_1_gadm36,,,
GSB,USA_gadm36,USA.34_1_gadm36,USA.34.96_1_gadm36,,,
GSC,AUS_gadm36,AUS.11_1_gadm36,AUS.11.121_1_gadm36,,,
GSE,SWE_gadm36,SWE.21_1_gadm36,SWE.21.11_1_gadm36,,,
GSH,USA_gadm36,USA.15_1_gadm36,USA.15.20_1_gadm36,,,
GSI,ESP_gadm36,ESP.1_1_gadm36,ESP.1.8_1_gadm36,ESP.1.8.1_1_gadm36,ESP.1.8.1.14_1_gadm36,
GSJ,GTM_gadm36,GTM.6_1_gadm36,GTM.6.9_1_gadm36,,,
GSL,CAN_gadm36,CAN.6_1_gadm36,CAN.6.1_1_gadm36,CAN.6.1.8_1_gadm36,,
GSM,IRN_gadm36,IRN.11_1_gadm36,IRN.11.14_1_gadm36,,,
GSN,AUS_gadm36,AUS.8_1_gadm36,AUS.8.61_1_gadm36,,,
GSO,USA_gadm36,USA.34_1_gadm36,USA.34.41_1_gadm36,,,
GSP,USA_gadm36,USA.41_1_gadm36,USA.41.23_1_gadm36,,,
GSQ,EGY_gadm36,EGY.14_1_gadm36,EGY.14.3_1_gadm36,,,
GSR,SOM_gadm36,SOM.4_1_gadm36,SOM.4.6_1_gadm36,,,
GSS,ZAF_gadm36,ZAF.6_1_gadm36,ZAF.6.1_1_gadm36,ZAF.6.1.1_1_gadm36,ZAF.6.1.1.28_1_gadm36,
GST,USA_gadm36,USA.2_1_gadm36,USA.2.21_1_gadm36,,,
GSU,SDN_gadm36,SDN.2_1_gadm36,SDN.2.3_1_gadm36,SDN.2.3.1_1_gadm36,,
GSY,GBR_gadm36,GBR.1_1_gadm36,GBR.1.36_1_gadm36,GBR.1.36.5_1_gadm36,,
GTA,SLB_gadm36,SLB.10_1_gadm36,SLB.10.11_1_gadm36,,,
GTB,MYS_gadm36,MYS.14_1_gadm36,MYS.14.18_1_gadm36,,,
GTC,BHS_gadm36,BHS.6_1_gadm36,,,,
GTE,AUS_gadm36,AUS.6_1_gadm36,AUS.6.7_1_gadm36,,,
GTF,USA_gadm36,USA.27_1_gadm36,USA.27.7_1_gadm36,,,
GTG,USA_gadm36,USA.50_1_gadm36,USA.50.7_1_gadm36,,,
GTI,DEU_gadm36,DEU.8_1_gadm36,DEU.8.8_1_gadm36,DEU.8.8.3_1_gadm36,DEU.8.8.3.6_1_gadm36,
GTK,MYS_gadm36,MYS.1_1_gadm36,MYS.1.10_1_gadm36,,,
GTN,NZL_gadm36,NZL.3_1_gadm36,NZL.3.5_1_gadm36,,,
GTO,IDN_gadm36,IDN.6_1_gadm36,IDN.6.5_1_gadm36,IDN.6.5.15_1_gadm36,IDN.6.5.15.15_1_gadm36,
GTP,USA_gadm36,USA.38_1_gadm36,USA.38.17_1_gadm36,,,
GTR,USA_gadm36,USA.25_1_gadm36,USA.25.44_1_gadm36,,,
GTS,AUS_gadm36,AUS.8_1_gadm36,AUS.8.4_1_gadm36,,,
GTT,AUS_gadm36,AUS.7_1_gadm36,AUS.7.24_1_gadm36,,,
GTW,CZE_gadm36,CZE.14_1_gadm36,CZE.14.2_1_gadm36,,,
GTY,USA_gadm36,USA.39_1_gadm36,USA.39.1_1_gadm36,,,
GTZ,TZA_gadm36,TZA.12_1_gadm36,TZA.12.1_1_gadm36,TZA.12.1.7_1_gadm36,,
GUA,GTM_gadm36,GTM.7_1_gadm36,GTM.7.17_1_gadm36,,,
GUB,MEX_gadm36,MEX.3_1_gadm36,MEX.3.1_1_gadm36,,,
GUC,USA_gadm36,USA.6_1_gadm36,USA.6.27_1_gadm36,,,
GUD,MLI_gadm36,MLI.9_1_gadm36,MLI.9.2_1_gadm36,MLI.9.2.5_1_gadm36,MLI.9.2.5.2_1_gadm36,
GUE,PNG_gadm36,PNG.18_1_gadm36,PNG.18.4_1_gadm36,,,
GUF,USA_gadm36,USA.1_1_gadm36,USA.1.2_1_gadm36,,,
GUG,PNG_gadm36,PNG.2_1_gadm36,PNG.2.2_1_gadm36,,,
GUH,AUS_gadm36,AUS.5_1_gadm36,AUS.5.59_1_gadm36,,,
GUI,VEN_gadm36,VEN.20_1_gadm36,VEN.20.15_1_gadm36,,,
GUJ,BRA_gadm36,BRA.25_1_gadm36,BRA.25.29_1_gadm36,BRA.25.29.1_1_gadm36,,
GUL,AUS_gadm36,AUS.5_1_gadm36,AUS.5.53_1_gadm36,,,
GUM,GUM_gadm36,GUM.4_1_gadm36,,,,
GUO,HND_gadm36,HND.15_1_gadm36,HND.15.7_1_gadm36,,,
GUP,USA_gadm36,USA.32_1_gadm36,USA.32.18_1_gadm36,,,
GUQ,VEN_gadm36,VEN.19_1_gadm36,VEN.19.4_1_gadm36,,,
GUR,PNG_gadm36,PNG.13_1_gadm36,PNG.13.1_1_gadm36,,,
GUS,USA_gadm36,USA.15_1_gadm36,USA.15.53_1_gadm36,,,
GUT,DEU_gadm36,DEU.10_1_gadm36,DEU.10.15_1_gadm36,DEU.10.15.2_1_gadm36,DEU.10.15.2.1_1_gadm36,
GUU,ISL_gadm36,ISL.8_1_gadm36,ISL.8.6_1_gadm36,,,
GUV,PNG_gadm36,PNG.22_1_gadm36,PNG.22.1_1_gadm36,,,
GUW,KAZ_gadm36,KAZ.4_1_gadm36,KAZ.4.7_1_gadm36,,,
GUX,IND_gadm36,IND.19_1_gadm36,IND.19.19_1_gadm36,IND.19.19.2_1_gadm36,,
GUY,USA_gadm36,USA.37_1_gadm36,USA.37.70_1_gadm36,,,
GUZ,,,,,,
GVA,CHE_gadm36,CHE.8_1_gadm36,CHE.8.1_1_gadm36,CHE.8.1.21_1_gadm36,,
GVE,USA_gadm36,USA.47_1_gadm36,USA.47.92_1_gadm36,,,
GVI,PNG_gadm36,PNG.18_1_gadm36,PNG.18.4_1_gadm36,,,
GVL,USA_gadm36,USA.11_1_gadm36,USA.11.69_1_gadm36,,,
GVN,RUS_gadm36,RUS.28_1_gadm36,RUS.28.18_1_gadm36,RUS.28.18.1_1_gadm36,,
GVP,AUS_gadm36,AUS.10_1_gadm36,AUS.10.33_1_gadm36,,,
GVR,BRA_gadm36,BRA.13_1_gadm36,BRA.13.318_1_gadm36,BRA.13.318.8_1_gadm36,,
GVT,USA_gadm36,USA.44_1_gadm36,USA.44.116_1_gadm36,,,
GVW,USA_gadm36,USA.26_1_gadm36,USA.26.48_1_gadm36,,,
GVX,SWE_gadm36,SWE.3_1_gadm36,SWE.3.2_1_gadm36,,,
GWA,MMR_gadm36,MMR.11_1_gadm36,MMR.11.5_1_gadm36,MMR.11.5.2_1_gadm36,,
GWD,PAK_gadm36,PAK.2_1_gadm36,PAK.2.2_1_gadm36,PAK.2.2.1_1_gadm36,,
GWE,ZWE_gadm36,ZWE.10_1_gadm36,ZWE.10.4_1_gadm36,,,
GWL,IND_gadm36,IND.19_1_gadm36,IND.19.20_1_gadm36,IND.19.20.2_1_gadm36,,
GWN,PNG_gadm36,PNG.14_1_gadm36,PNG.14.6_1_gadm36,,,
GWO,USA_gadm36,USA.25_1_gadm36,USA.25.42_1_gadm36,,,
GWS,USA_gadm36,USA.6_1_gadm36,USA.6.24_1_gadm36,,,
GWT,DEU_gadm36,DEU.15_1_gadm36,DEU.15.7_1_gadm36,DEU.15.7.11_1_gadm36,DEU.15.7.11.1_1_gadm36,
GWV,USA_gadm36,USA.49_1_gadm36,USA.49.25_1_gadm36,,,
GWY,IRL_gadm36,IRL.7_1_gadm36,,,,
GXF,YEM_gadm36,YEM.12_1_gadm36,YEM.12.24_1_gadm36,,,
GXG,AGO_gadm36,AGO.17_1_gadm36,AGO.17.10_1_gadm36,AGO.17.10.3_1_gadm36,,
GXH,CHN_gadm36,CHN.5_1_gadm36,CHN.5.3_1_gadm36,CHN.5.3.6_1_gadm36,,
GXQ,CHL_gadm36,CHL.1_1_gadm36,CHL.1.3_1_gadm36,CHL.1.3.1_1_gadm36,,
GXX,CMR_gadm36,CMR.4_1_gadm36,CMR.4.3_1_gadm36,CMR.4.3.12_1_gadm36,,
GXY,USA_gadm36,USA.6_1_gadm36,USA.6.63_1_gadm36,,,
GYA,BOL_gadm36,BOL.3_1_gadm36,BOL.3.6_1_gadm36,BOL.3.6.4_1_gadm36,,
GYD,AZE_gadm36,AZE.1_1_gadm36,AZE.1.2_1_gadm36,,,
GYE,ECU_gadm36,ECU.10_1_gadm36,ECU.10.11_1_gadm36,ECU.10.11.1_1_gadm36,,
GYG,RUS_gadm36,RUS.60_1_gadm36,RUS.60.36_1_gadm36,RUS.60.36.1_1_gadm36,,
GYI,RWA_gadm36,RWA.4_1_gadm36,RWA.4.5_1_gadm36,RWA.4.5.4_1_gadm36,RWA.4.5.4.7_1_gadm36,RWA.4.5.4.7.7_1_gadm36
GYL,AUS_gadm36,AUS.11_1_gadm36,AUS.11.137_1_gadm36,,,
GYM,MEX_gadm36,MEX.26_1_gadm36,MEX.26.27_1_gadm36,,,
GYN,BRA_gadm36,BRA.9_1_gadm36,BRA.9.93_1_gadm36,BRA.9.93.17_1_gadm36,,
GYP,AUS_gadm36,AUS.7_1_gadm36,AUS.7.30_1_gadm36,,,
GYR,USA_gadm36,USA.3_1_gadm36,USA.3.8_1_gadm36,,,
GYS,CHN_gadm36,CHN.26_1_gadm36,CHN.26.7_1_gadm36,CHN.26.7.5_1_gadm36,,
GYU,CHN_gadm36,CHN.20_1_gadm36,CHN.20.1_1_gadm36,CHN.20.1.1_1_gadm36,,
GYY,USA_gadm36,USA.15_1_gadm36,USA.15.45_1_gadm36,,,
GZA,PSE_gadm36,PSE.1_1_gadm36,PSE.1.5_1_gadm36,,,
GZH,USA_gadm36,USA.1_1_gadm36,USA.1.18_1_gadm36,,,
GZI,AFG_gadm36,AFG.9_1_gadm36,AFG.9.6_1_gadm36,,,
GZM,,,,,,
GZO,SLB_gadm36,SLB.10_1_gadm36,SLB.10.5_1_gadm36,,,
GZP,TUR_gadm36,TUR.8_1_gadm36,TUR.8.5_1_gadm36,,,
GZT,TUR_gadm36,TUR.33_1_gadm36,TUR.33.8_1_gadm36,,,
GZW,IRN_gadm36,IRN.22_1_gadm36,IRN.22.1_1_gadm36,,,
HAA,NOR_gadm36,NOR.5_1_gadm36,NOR.5.6_1_gadm36,,,
HAB,USA_gadm36,USA.1_1_gadm36,USA.1.47_1_gadm36,,,
HAC,JPN_gadm36,JPN.38_1_gadm36,JPN.38.40_1_gadm36,,,
HAD,SWE_gadm36,SWE.5_1_gadm36,SWE.5.2_1_gadm36,,,
HAE,USA_gadm36,USA.3_1_gadm36,USA.3.3_1_gadm36,,,
HAF,,,,,,
HAG,NLD_gadm36,NLD.14_1_gadm36,NLD.14.2_1_gadm36,,,
HAH,COM_gadm36,COM.2_1_gadm36,,,,
HAI,USA_gadm36,USA.23_1_gadm36,USA.23.79_1_gadm36,,,
HAJ,DEU_gadm36,DEU.9_1_gadm36,DEU.9.34_1_gadm36,DEU.9.34.6_1_gadm36,DEU.9.34.6.1_1_gadm36,
HAK,CHN_gadm36,CHN.9_1_gadm36,CHN.9.1_1_gadm36,CHN.9.1.1_1_gadm36,,
HAL,NAM_gadm36,NAM.6_1_gadm36,NAM.6.6_1_gadm36,,,
HAM,DEU_gadm36,DEU.6_1_gadm36,DEU.6.1_1_gadm36,DEU.6.1.1_1_gadm36,DEU.6.1.1.1_1_gadm36,
HAN,VNM_gadm36,VNM.27_1_gadm36,VNM.27.7_1_gadm36,VNM.27.7.21_1_gadm36,,
HAO,USA_gadm36,USA.36_1_gadm36,USA.36.9_1_gadm36,,,
HAP,,,,,,
HAQ,MDV_gadm36,,,,,
HAR,USA_gadm36,USA.39_1_gadm36,USA.39.22_1_gadm36,,,
HAS,SAU_gadm36,SAU.9_1_gadm36,,,,
HAT,AUS_gadm36,AUS.7_1_gadm36,AUS.7.19_1_gadm36,,,
HAU,NOR_gadm36,NOR.13_1_gadm36,NOR.13.8_1_gadm36,,,
HAV,CUB_gadm36,CUB.4_1_gadm36,CUB.4.3_1_gadm36,,,
HAW,GBR_gadm36,GBR.4_1_gadm36,GBR.4.16_1_gadm36,GBR.4.16.1_1_gadm36,,
HAX,USA_gadm36,USA.37_1_gadm36,USA.37.51_1_gadm36,,,
HAY,USA_gadm36,USA.2_1_gadm36,USA.2.16_1_gadm36,,,
HAZ,,,,,,
HBA,AUS_gadm36,AUS.9_1_gadm36,AUS.9.15_1_gadm36,,,
HBB,USA_gadm36,USA.32_1_gadm36,USA.32.14_1_gadm36,,,
HBC,,,,,,
HBD,PNG_gadm36,PNG.22_1_gadm36,PNG.22.1_1_gadm36,,,
HBE,EGY_gadm36,EGY.6_1_gadm36,EGY.6.2_1_gadm36,,,
HBG,USA_gadm36,USA.25_1_gadm36,USA.25.18_1_gadm36,,,
HBH,,,,,,
HBI,BHS_gadm36,BHS.24_1_gadm36,,,,
HBK,USA_gadm36,USA.3_1_gadm36,USA.3.10_1_gadm36,,,
HBL,ZAF_gadm36,ZAF.3_1_gadm36,ZAF.3.2_1_gadm36,ZAF.3.2.1_1_gadm36,ZAF.3.2.1.79_1_gadm36,
HBM,CHN_gadm36,CHN.13_1_gadm36,CHN.13.3_1_gadm36,CHN.13.3.6_1_gadm36,,
HBN,KHM_gadm36,KHM.25_1_gadm36,KHM.25.4_1_gadm36,KHM.25.4.10_1_gadm36,KHM.25.4.10.1_1_gadm36,
HBO,USA_gadm36,USA.28_1_gadm36,USA.28.74_1_gadm36,,,
HBP,CHN_gadm36,CHN.14_1_gadm36,CHN.14.4_1_gadm36,CHN.14.4.3_1_gadm36,,
HBR,USA_gadm36,USA.37_1_gadm36,USA.37.38_1_gadm36,,,
HBT,LKA_gadm36,LKA.8_1_gadm36,LKA.8.4_1_gadm36,,,
HBU,MNG_gadm36,MNG.13_1_gadm36,MNG.13.2_1_gadm36,,,
HBV,CHN_gadm36,CHN.11_1_gadm36,CHN.11.3_1_gadm36,CHN.11.3.5_1_gadm36,,
HBX,IND_gadm36,IND.16_1_gadm36,IND.16.14_1_gadm36,IND.16.14.2_1_gadm36,,
HBZ,DEU_gadm36,DEU.9_1_gadm36,DEU.9.34_1_gadm36,DEU.9.34.19_1_gadm36,DEU.9.34.19.1_1_gadm36,
HCA,USA_gadm36,USA.44_1_gadm36,USA.44.114_1_gadm36,,,
HCB,,,,,,
HCC,USA_gadm36,USA.33_1_gadm36,USA.33.11_1_gadm36,,,
HCD,USA_gadm36,USA.24_1_gadm36,USA.24.47_1_gadm36,,,
HCJ,CHN_gadm36,CHN.7_1_gadm36,CHN.7.7_1_gadm36,CHN.7.7.6_1_gadm36,,
HCM,,,,,,
HCN,TWN_gadm36,TWN.7_1_gadm36,TWN.7.11_1_gadm36,,,
HCQ,AUS_gadm36,AUS.11_1_gadm36,AUS.11.55_1_gadm36,,,
HCR,USA_gadm36,USA.2_1_gadm36,USA.2.26_1_gadm36,,,
HCW,USA_gadm36,USA.41_1_gadm36,USA.41.13_1_gadm36,,,
HDA,USA_gadm36,USA.2_1_gadm36,USA.2.20_1_gadm36,,,
HDB,DEU_gadm36,DEU.1_1_gadm36,DEU.1.15_1_gadm36,DEU.1.15.1_1_gadm36,DEU.1.15.1.1_1_gadm36,
HDD,PAK_gadm36,PAK.8_1_gadm36,PAK.8.1_1_gadm36,PAK.8.1.3_1_gadm36,,
HDE,USA_gadm36,USA.28_1_gadm36,USA.28.69_1_gadm36,,,
HDF,DEU_gadm36,DEU.8_1_gadm36,DEU.8.7_1_gadm36,DEU.8.7.19_1_gadm36,DEU.8.7.19.15_1_gadm36,
HDG,CHN_gadm36,CHN.10_1_gadm36,CHN.10.4_1_gadm36,CHN.10.4.8_1_gadm36,,
HDH,USA_gadm36,USA.12_1_gadm36,USA.12.2_1_gadm36,,,
HDM,IRN_gadm36,IRN.10_1_gadm36,IRN.10.3_1_gadm36,,,
HDN,USA_gadm36,USA.6_1_gadm36,USA.6.55_1_gadm36,,,
HDO,USA_gadm36,USA.44_1_gadm36,USA.44.163_1_gadm36,,,
HDQ,GBR_gadm36,GBR.1_1_gadm36,GBR.1.33_1_gadm36,GBR.1.33.12_1_gadm36,,
HDR,,,,,,
HDS,ZAF_gadm36,ZAF.5_1_gadm36,ZAF.5.2_1_gadm36,ZAF.5.2.5_1_gadm36,ZAF.5.2.5.1_1_gadm36,
HDY,THA_gadm36,THA.64_1_gadm36,THA.64.3_1_gadm36,THA.64.3.3_1_gadm36,,
HEA,AFG_gadm36,AFG.12_1_gadm36,AFG.12.7_1_gadm36,,,
HEB,MMR_gadm36,MMR.1_1_gadm36,MMR.1.2_1_gadm36,MMR.1.2.1_1_gadm36,,
HEC,FIN_gadm36,FIN.4_1_gadm36,FIN.4.5_1_gadm36,FIN.4.5.2_1_gadm36,FIN.4.5.2.2_1_gadm36,
HED,USA_gadm36,USA.2_1_gadm36,USA.2.1_1_gadm36,,,
HEE,USA_gadm36,USA.4_1_gadm36,USA.4.54_1_gadm36,,,
HEH,MMR_gadm36,MMR.13_1_gadm36,MMR.13.11_1_gadm36,MMR.13.11.3_1_gadm36,,
HEI,DEU_gadm36,DEU.15_1_gadm36,DEU.15.1_1_gadm36,DEU.15.1.3_1_gadm36,DEU.15.1.3.1_1_gadm36,
HEK,CHN_gadm36,CHN.11_1_gadm36,CHN.11.5_1_gadm36,CHN.11.5.3_1_gadm36,,
HEL,FIN_gadm36,FIN.4_1_gadm36,FIN.4.5_1_gadm36,FIN.4.5.2_1_gadm36,FIN.4.5.2.2_1_gadm36,
HEM,FIN_gadm36,FIN.4_1_gadm36,FIN.4.5_1_gadm36,FIN.4.5.2_1_gadm36,FIN.4.5.2.2_1_gadm36,
HEN,,,,,,
HEO,PNG_gadm36,PNG.2_1_gadm36,PNG.2.3_1_gadm36,,,
HER,GRC_gadm36,GRC.4_1_gadm36,GRC.4.1_1_gadm36,GRC.4.1.12_1_gadm36,,
HES,USA_gadm36,USA.38_1_gadm36,USA.38.30_1_gadm36,,,
HET,CHN_gadm36,CHN.19_1_gadm36,CHN.19.5_1_gadm36,CHN.19.5.1_1_gadm36,,
HEV,ESP_gadm36,ESP.1_1_gadm36,ESP.1.5_1_gadm36,ESP.1.5.4_1_gadm36,ESP.1.5.4.6_1_gadm36,
HEX,DOM_gadm36,DOM.31_1_gadm36,DOM.31.6_1_gadm36,,,
HEY,USA_gadm36,USA.1_1_gadm36,USA.1.23_1_gadm36,,,
HEZ,USA_gadm36,USA.25_1_gadm36,USA.25.1_1_gadm36,,,
HFA,ISR_gadm36,ISR.3_1_gadm36,,,,
HFD,USA_gadm36,USA.7_1_gadm36,USA.7.2_1_gadm36,,,
HFE,CHN_gadm36,CHN.1_1_gadm36,CHN.1.8_1_gadm36,CHN.1.8.4_1_gadm36,,
HFF,USA_gadm36,USA.34_1_gadm36,USA.34.77_1_gadm36,,,
HFN,ISL_gadm36,ISL.1_1_gadm36,ISL.1.15_1_gadm36,,,
HFS,SWE_gadm36,SWE.17_1_gadm36,SWE.17.7_1_gadm36,,,
HFT,NOR_gadm36,NOR.5_1_gadm36,NOR.5.5_1_gadm36,,,
HGA,SOM_gadm36,SOM.18_1_gadm36,SOM.18.3_1_gadm36,,,
HGD,AUS_gadm36,AUS.7_1_gadm36,AUS.7.25_1_gadm36,,,
HGE,VEN_gadm36,VEN.16_1_gadm36,VEN.16.4_1_gadm36,,,
HGH,CHN_gadm36,CHN.31_1_gadm36,CHN.31.1_1_gadm36,CHN.31.1.3_1_gadm36,,
HGI,SDN_gadm36,SDN.17_1_gadm36,SDN.17.1_1_gadm36,SDN.17.1.1_1_gadm36,,
HGL,DEU_gadm36,DEU.15_1_gadm36,DEU.15.9_1_gadm36,DEU.15.9.8_1_gadm36,DEU.15.9.8.1_1_gadm36,
HGN,THA_gadm36,THA.23_1_gadm36,THA.23.4_1_gadm36,THA.23.4.1_1_gadm36,,
